hour,day_of_week,month,temperature,humidity,is_weekend,electricity_load
13,6,10,9.17,71.37,1,384.92
14,6,10,13.26,82.44,1,371.23
15,6,10,14.33,51.49,1,373.38
16,6,10,14.34,80.87,1,342.66
17,6,10,10.9,51.75,1,324.04
18,6,10,4.15,73.84,1,352.34
19,6,10,11.42,61.53,1,233.82
20,6,10,13.19,45.73,1,221.27
21,6,10,9.8,75.71,1,208.17
22,6,10,15.27,50.89,1,164.8
23,6,10,12.62,48.83,1,182.47
0,0,10,11.76,57.92,0,239.35
1,0,10,13.32,72.66,0,213.28
2,0,10,11.06,51.7,0,234.09
3,0,10,2.58,49.18,0,243.39
4,0,10,8.56,40.5,0,267.67
5,0,10,13.65,63.58,0,285.76
6,0,10,7.64,61.43,0,348.76
7,0,10,9.39,51.69,0,323.92
8,0,10,6.92,42.68,0,378.59
9,0,10,15.41,61.46,0,408.92
10,0,10,15.1,79.41,0,394.95
11,0,10,7.41,75.76,0,390.77
12,0,10,10.5,83.04,0,454.33
13,0,10,8.02,40.48,0,446.25
14,0,10,11.9,88.32,0,429.23
15,0,10,11.59,57.07,0,361.87
16,0,10,12.49,89.52,0,404.02
17,0,10,11.05,52.63,0,337.78
18,0,10,18.86,63.58,0,297.65
19,0,10,6.97,57.7,0,297.63
20,0,10,4.93,57.79,0,311.62
21,0,10,8.88,82.11,0,258.5
22,0,10,5.35,77.32,0,264.65
23,0,10,5.58,89.61,0,245.97
0,1,10,7.07,70.68,0,235.41
1,1,10,7.31,63.16,0,221.19
2,1,10,7.21,44.5,0,286.61
3,1,10,11.63,89.83,0,225.94
4,1,10,8.56,67.58,0,291.85
5,1,10,9.54,75.02,0,312.8
6,1,10,12.76,60.34,0,346.19
7,1,10,7.78,67.39,0,389.2
8,1,10,9.28,87.13,0,379.04
9,1,10,11.18,48.32,0,408.38
10,1,10,4.25,54.62,0,466.27
11,1,10,2.92,47.6,0,442.98
12,1,10,11.12,79.61,0,405.88
13,1,10,11.55,43.1,0,415.02
14,1,10,16.27,44.08,0,374.83
15,1,10,10.55,54.92,0,406.77
16,1,10,12.54,65.71,0,394.95
17,1,10,9.49,60.31,0,354.73
18,1,10,10.97,42.24,0,295.16
19,1,10,15.08,87.87,0,311.85
20,1,10,3.71,,0,260.21
21,1,10,11.32,53.97,0,225.07
22,1,10,16.48,76.58,0,223.62
23,1,10,10.92,68.93,0,236.13
0,2,10,15.05,51.87,0,225.81
1,2,10,8.21,53.11,0,236.55
2,2,10,10.0,64.56,0,278.59
3,2,10,10.2,60.96,0,260.09
4,2,10,3.45,54.56,0,317.07
5,2,10,6.6,80.38,0,328.37
6,2,10,6.81,64.07,0,312.12
7,2,10,12.57,72.74,0,346.07
8,2,10,12.72,49.46,0,415.67
9,2,10,11.07,66.68,0,387.94
10,2,10,12.57,55.9,0,396.68
11,2,10,9.61,66.32,0,430.98
12,2,10,13.71,79.04,0,411.36
13,2,10,10.13,78.45,0,410.4
14,2,10,10.27,57.71,0,406.25
15,2,10,9.3,74.71,0,431.09
16,2,10,12.15,87.06,0,371.88
17,2,10,8.84,71.28,0,332.23
18,2,10,13.03,47.42,0,292.19
19,2,10,6.7,73.99,0,356.49
20,2,10,6.8,45.25,0,283.52
21,2,10,12.16,83.61,0,262.57
22,2,10,9.84,65.83,0,228.38
23,2,10,8.74,59.26,0,242.98
0,3,10,12.8,42.85,0,252.19
1,3,10,8.3,59.04,0,224.6
2,3,10,9.53,85.16,0,253.75
3,3,10,14.32,41.05,0,220.36
4,3,10,14.74,63.73,0,308.6
5,3,10,14.84,86.56,0,297.38
6,3,10,9.28,59.74,0,323.54
7,3,10,13.82,61.41,0,340.38
8,3,10,7.28,,0,376.6
9,3,10,7.41,63.15,0,398.02
10,3,10,3.08,48.43,0,384.96
11,3,10,15.15,40.93,0,411.77
12,3,10,7.53,70.49,0,433.37
13,3,10,9.75,86.04,0,437.0
14,3,10,7.4,45.32,0,412.65
15,3,10,12.21,50.55,0,379.76
16,3,10,9.0,58.51,0,382.35
17,3,10,6.21,80.44,0,333.1
18,3,10,11.45,53.46,0,329.24
19,3,10,5.83,84.1,0,277.32
20,3,10,7.61,42.75,0,308.38
21,3,10,3.81,87.05,0,288.46
22,3,10,5.85,68.04,0,235.24
23,3,10,10.66,72.94,0,244.97
0,4,10,4.26,58.38,0,246.58
1,4,10,5.71,79.1,0,223.95
2,4,10,10.15,48.33,0,202.57
3,4,10,8.52,42.45,0,269.31
4,4,10,16.13,59.78,0,248.79
5,4,10,15.66,82.68,0,311.88
6,4,10,7.55,77.75,0,336.4
7,4,10,11.83,65.86,0,337.32
8,4,10,12.4,68.61,0,409.95
9,4,10,8.36,46.49,0,416.33
10,4,10,5.67,82.03,0,354.33
11,4,10,10.12,79.35,0,416.57
12,4,10,9.64,72.82,0,403.23
13,4,10,8.85,63.31,0,413.48
14,4,10,11.48,88.22,0,410.0
15,4,10,7.9,83.95,0,413.03
16,4,10,6.7,72.22,0,393.48
17,4,10,10.48,58.59,0,376.23
18,4,10,11.31,70.9,0,339.45
19,4,10,6.63,68.77,0,324.05
20,4,10,12.94,59.71,0,276.68
21,4,10,4.84,55.33,0,297.92
22,4,10,8.42,60.35,0,241.02
23,4,10,9.38,68.7,0,229.15
0,5,10,8.28,61.41,1,166.19
1,5,10,8.49,53.18,1,228.3
2,5,10,15.8,78.05,1,197.36
3,5,10,7.63,66.57,1,293.88
4,5,10,17.51,43.38,1,223.11
5,5,10,11.5,58.42,1,272.14
6,5,10,10.46,84.25,1,309.77
7,5,10,11.62,77.76,1,299.8
8,5,10,17.78,56.16,1,337.73
9,5,10,7.21,86.91,1,378.39
10,5,10,6.83,43.83,1,388.46
11,5,10,7.92,88.06,1,425.24
12,5,10,10.28,52.29,1,381.22
13,5,10,5.01,40.45,1,414.57
14,5,10,10.25,61.69,1,415.06
15,5,10,15.27,57.95,1,343.41
16,5,10,10.64,66.95,1,342.46
17,5,10,9.31,79.84,1,374.52
18,5,10,8.33,82.12,1,313.66
19,5,10,12.88,60.06,1,256.79
20,5,10,7.71,61.49,1,271.78
21,5,10,15.73,47.41,1,203.61
22,5,10,15.99,42.38,1,167.13
23,5,10,10.96,72.06,1,228.46
0,6,10,10.19,43.22,1,177.47
1,6,10,13.31,76.69,1,244.16
2,6,10,13.51,66.95,1,194.85
3,6,10,7.8,49.93,1,277.45
4,6,10,8.64,66.98,1,226.02
5,6,10,6.25,49.15,1,303.99
6,6,10,11.45,61.94,1,306.37
7,6,10,12.22,79.98,1,337.08
8,6,10,6.17,63.1,1,378.93
9,6,10,8.86,47.43,1,363.62
10,6,10,6.18,76.19,1,369.98
11,6,10,7.53,49.34,1,401.76
12,6,10,11.87,76.93,1,399.77
13,6,10,8.02,63.97,1,392.1
14,6,10,9.32,62.69,1,393.86
15,6,10,5.34,82.57,1,388.95
16,6,10,10.78,75.43,1,329.84
17,6,10,10.09,41.65,1,333.56
18,6,10,8.03,54.81,1,299.57
19,6,10,9.65,83.55,1,260.98
20,6,10,10.76,40.92,1,263.84
21,6,10,7.78,67.26,1,219.31
22,6,10,5.79,76.39,1,214.78
23,6,10,15.64,71.09,1,190.75
0,0,10,8.36,78.03,0,261.59
1,0,10,9.97,76.28,0,237.34
2,0,10,13.29,74.6,0,245.73
3,0,10,20.85,81.08,0,226.22
4,0,10,,72.28,0,287.12
5,0,10,11.61,60.12,0,299.12
6,0,10,8.14,63.6,0,340.53
7,0,10,8.64,75.84,0,353.36
8,0,10,8.1,83.82,0,411.55
9,0,10,6.88,53.61,0,401.04
10,0,10,10.14,57.1,0,382.12
11,0,10,5.84,86.54,0,491.86
12,0,10,13.1,68.93,0,415.7
13,0,10,10.42,48.95,0,451.8
14,0,10,11.53,73.18,0,440.88
15,0,10,8.86,89.54,0,422.46
16,0,10,9.16,81.17,0,378.15
17,0,10,11.12,77.29,0,358.81
18,0,10,6.77,50.4,0,312.59
19,0,10,9.19,83.81,0,345.96
20,0,10,7.68,66.29,0,268.76
21,0,10,7.59,84.46,0,260.24
22,0,10,3.93,56.49,0,260.55
23,0,10,14.28,43.1,0,220.57
0,1,10,8.24,63.8,0,221.26
1,1,10,13.79,53.49,0,251.82
2,1,10,13.51,75.76,0,253.64
3,1,10,6.44,87.86,0,274.63
4,1,10,7.03,74.55,0,279.42
5,1,10,17.98,84.35,0,305.45
6,1,10,15.55,62.65,0,306.83
7,1,10,10.2,78.58,0,386.78
8,1,10,11.07,82.15,0,379.55
9,1,10,8.41,75.54,0,429.29
10,1,10,11.6,65.39,0,410.34
11,1,10,8.15,71.29,0,432.65
12,1,10,4.2,75.03,0,469.0
13,1,10,6.33,52.65,0,479.63
14,1,10,10.36,80.48,0,446.9
15,1,10,6.91,87.52,0,425.99
16,1,10,10.1,63.26,0,391.54
17,1,10,7.08,75.05,0,353.05
18,1,10,7.95,76.85,0,341.02
19,1,10,12.86,73.11,0,278.71
20,1,10,11.04,67.36,0,284.91
21,1,10,10.27,84.08,0,267.41
22,1,10,12.94,62.45,0,196.84
23,1,10,11.74,43.06,0,229.83
0,2,10,14.68,82.23,0,226.59
1,2,10,8.96,73.7,0,234.33
2,2,10,9.05,82.46,0,252.92
3,2,10,6.44,46.93,0,241.36
4,2,10,9.06,41.54,0,266.84
5,2,10,13.24,86.72,0,316.72
6,2,10,14.24,47.39,0,319.41
7,2,10,13.22,80.48,0,354.62
8,2,10,4.96,81.16,0,381.67
9,2,10,13.59,75.44,0,392.12
10,2,10,4.83,46.56,0,383.49
11,2,10,13.04,73.37,0,435.92
12,2,10,9.24,84.45,0,468.06
13,2,10,12.45,61.28,0,399.17
14,2,10,6.35,60.68,0,406.93
15,2,10,13.86,62.14,0,399.89
16,2,10,5.95,44.11,0,419.61
17,2,10,8.34,84.6,0,360.0
18,2,10,7.35,83.46,0,312.04
19,2,10,5.08,89.9,0,312.25
20,2,10,10.63,69.26,0,257.84
21,2,10,15.76,77.56,0,231.51
22,2,10,18.34,50.13,0,216.46
23,2,10,10.63,73.38,0,213.24
0,3,10,13.74,72.49,0,205.1
1,3,10,11.08,85.06,0,232.19
2,3,10,11.89,81.54,0,242.98
3,3,10,9.36,86.92,0,232.4
4,3,10,10.97,83.44,0,285.49
5,3,10,12.0,83.43,0,291.48
6,3,10,8.65,43.19,0,347.77
7,3,10,10.16,82.3,0,371.1
8,3,10,10.21,70.37,0,368.58
9,3,10,12.87,59.02,0,405.82
10,3,10,7.19,42.83,0,406.89
11,3,10,10.23,73.88,0,452.48
12,3,10,16.12,56.41,0,398.71
13,3,10,13.88,63.39,0,423.95
14,3,10,14.44,74.09,0,401.76
15,3,10,10.46,85.59,0,379.22
16,3,10,11.35,81.27,0,394.64
17,3,10,13.4,62.53,0,335.11
18,3,10,15.07,59.39,0,283.32
19,3,10,4.53,51.99,0,260.14
20,3,10,6.44,58.62,0,271.39
21,3,10,14.32,45.55,0,276.01
22,3,10,9.56,88.56,0,269.66
23,3,10,8.37,68.7,0,223.1
0,4,10,6.68,46.39,0,230.82
1,4,10,8.77,57.64,0,227.18
2,4,10,6.23,67.35,0,226.15
3,4,10,16.71,66.64,0,223.54
4,4,10,10.37,41.78,0,298.7
5,4,10,10.26,87.54,0,313.54
6,4,10,12.2,53.77,0,329.96
7,4,10,13.32,40.81,0,320.87
8,4,10,13.28,43.82,0,373.83
9,4,10,13.66,69.01,0,345.49
10,4,10,8.55,46.89,0,437.1
11,4,10,9.54,42.09,0,432.9
12,4,10,12.74,58.98,0,396.23
13,4,10,8.86,71.14,0,461.78
14,4,10,10.42,45.59,0,379.62
15,4,10,11.63,55.67,0,407.23
16,4,10,12.79,60.89,0,384.12
17,4,10,5.1,47.97,0,343.33
18,4,10,12.58,65.3,0,322.79
19,4,10,9.74,44.26,0,272.04
20,4,10,12.56,42.33,0,216.67
21,4,10,12.77,65.99,0,231.01
22,4,10,15.26,52.39,0,217.91
23,4,10,14.5,44.77,0,235.05
0,5,10,14.53,61.2,1,190.03
1,5,10,14.82,85.76,1,193.23
2,5,10,11.36,76.21,1,189.7
3,5,10,10.59,80.78,1,217.22
4,5,10,13.11,83.6,1,223.63
5,5,10,12.69,88.63,1,242.9
6,5,10,9.56,78.16,1,289.22
7,5,10,11.7,70.42,1,323.11
8,5,10,10.38,58.27,1,337.59
9,5,10,7.93,49.08,1,369.42
10,5,10,14.36,74.33,1,389.6
11,5,10,10.66,89.75,1,384.94
12,5,10,16.64,63.37,1,356.73
13,5,10,5.61,76.18,1,418.83
14,5,10,8.82,64.75,1,394.87
15,5,10,10.59,61.6,1,375.82
16,5,10,13.9,60.52,1,352.76
17,5,10,11.69,65.23,1,330.8
18,5,10,11.42,58.34,1,297.02
19,5,10,7.11,77.44,1,329.18
20,5,10,7.02,83.71,1,231.75
21,5,10,11.46,84.14,1,213.92
22,5,10,6.4,51.38,1,241.75
23,5,10,8.89,84.8,1,209.02
0,6,10,12.05,57.08,1,210.04
1,6,10,7.6,55.47,1,212.81
2,6,10,15.36,76.34,1,227.48
3,6,10,14.22,55.23,1,198.6
4,6,10,5.83,42.65,1,287.27
5,6,10,7.75,58.68,1,303.17
6,6,10,3.69,76.07,1,291.58
7,6,10,8.2,56.35,1,343.0
8,6,10,12.84,71.48,1,342.03
9,6,10,9.3,73.01,1,360.32
10,6,10,11.93,76.69,1,344.01
11,6,10,5.98,84.86,1,386.43
12,6,10,12.94,61.63,1,406.82
13,6,10,8.88,48.32,1,415.67
14,6,10,10.58,55.95,1,380.94
15,6,10,,61.61,1,386.39
16,6,10,6.73,75.69,1,377.08
17,6,10,7.08,40.66,1,336.26
18,6,10,13.45,55.79,1,276.93
19,6,10,11.74,78.99,1,278.59
20,6,10,13.69,73.54,1,250.5
21,6,10,11.52,76.59,1,238.97
22,6,10,10.97,80.59,1,228.27
23,6,10,5.37,79.16,1,187.75
0,0,10,9.79,74.11,0,220.33
1,0,10,10.52,61.98,0,194.14
2,0,10,16.46,89.18,0,242.19
3,0,10,12.66,68.45,0,248.39
4,0,10,15.21,50.14,0,275.59
5,0,10,12.39,54.64,0,268.62
6,0,10,8.47,74.68,0,361.85
7,0,10,10.95,86.24,0,329.61
8,0,10,11.31,48.94,0,392.22
9,0,10,7.78,44.12,0,408.61
10,0,10,9.45,84.08,0,414.19
11,0,10,9.98,85.76,0,421.23
12,0,10,15.42,53.82,0,403.69
13,0,10,4.36,58.86,0,466.6
14,0,10,14.22,73.01,0,406.31
15,0,10,7.79,56.5,0,380.85
16,0,10,6.49,83.86,0,381.11
17,0,10,14.14,45.38,0,348.1
18,0,10,12.8,41.9,0,340.96
19,0,10,14.36,50.42,0,281.11
20,0,10,13.0,54.3,0,261.74
21,0,10,16.78,45.65,0,242.81
22,0,10,12.28,43.28,0,255.17
23,0,10,10.13,77.78,0,205.7
0,1,10,11.69,48.21,0,235.88
1,1,10,14.39,85.7,0,213.15
2,1,10,8.32,58.4,0,241.1
3,1,10,8.71,73.53,0,302.56
4,1,10,9.73,51.27,0,276.73
5,1,10,4.35,52.02,0,333.34
6,1,10,11.08,68.74,0,341.69
7,1,10,5.0,,0,344.77
8,1,10,10.82,78.44,0,341.04
9,1,10,13.26,77.89,0,408.99
10,1,10,9.23,73.53,0,396.85
11,1,10,15.69,62.46,0,379.08
12,1,10,6.28,84.53,0,459.82
13,1,10,14.24,71.13,0,395.62
14,1,10,12.69,89.51,0,394.43
15,1,10,5.51,80.97,0,451.41
16,1,10,18.79,42.22,0,324.82
17,1,10,10.47,56.03,0,329.58
18,1,10,8.03,68.59,0,325.73
19,1,10,6.44,76.07,0,308.21
20,1,10,10.0,67.52,0,262.12
21,1,10,10.28,79.31,0,235.42
22,1,10,10.97,54.13,0,271.17
23,1,10,9.77,49.2,0,239.25
0,2,10,12.62,42.7,0,235.14
1,2,10,9.56,68.67,0,231.76
2,2,10,4.92,74.43,0,261.89
3,2,10,10.28,56.31,0,277.26
4,2,10,3.62,70.68,0,276.02
5,2,10,11.79,42.61,0,304.95
6,2,10,7.79,44.96,0,349.45
7,2,10,11.21,75.09,0,383.74
8,2,10,14.67,58.4,0,407.29
9,2,10,7.88,73.57,0,407.41
10,2,10,13.91,81.59,0,429.6
11,2,10,9.42,82.63,0,374.63
12,2,10,15.98,48.61,0,446.09
13,2,10,9.63,64.31,0,413.0
14,2,10,8.2,76.7,0,416.27
15,2,10,12.79,78.7,0,402.57
16,2,10,9.42,79.23,0,378.39
17,2,10,8.2,51.41,0,364.31
18,2,10,9.29,49.63,0,363.53
19,2,10,10.59,69.5,0,294.96
20,2,10,14.75,77.05,0,246.38
21,2,10,4.92,55.96,0,308.25
22,2,10,10.79,45.24,0,251.95
23,2,10,12.6,75.84,0,265.35
0,3,10,11.37,54.98,0,243.85
1,3,10,14.72,48.32,0,195.14
2,3,10,10.57,47.39,0,254.89
3,3,10,10.24,55.75,0,239.02
4,3,10,12.57,69.63,0,273.73
5,3,10,11.09,57.92,0,299.88
6,3,10,9.62,41.03,0,298.6
7,3,10,12.34,44.85,0,333.78
8,3,10,8.83,54.53,0,427.02
9,3,10,8.96,72.99,0,408.09
10,3,10,9.21,44.93,0,415.07
11,3,10,14.85,68.03,0,450.73
12,3,10,1.13,45.99,0,444.26
13,3,10,11.98,50.58,0,419.82
14,3,10,10.89,48.61,0,434.19
15,3,10,5.75,43.36,0,403.33
16,3,10,11.72,73.57,0,360.77
17,3,10,12.22,63.17,0,305.26
18,3,10,12.56,81.55,0,304.87
19,3,10,2.83,44.94,0,303.11
20,3,10,14.89,47.24,0,270.95
21,3,10,8.58,55.32,0,250.64
22,3,10,12.85,78.29,0,279.43
23,3,10,13.01,55.29,0,204.72
0,4,10,8.23,60.42,0,262.44
1,4,10,12.84,55.08,0,230.7
2,4,10,9.7,44.01,0,260.28
3,4,10,4.64,86.97,0,287.6
4,4,10,14.36,67.43,0,224.73
5,4,10,8.53,79.39,0,307.55
6,4,10,8.3,72.92,0,329.02
7,4,10,9.65,65.71,0,334.1
8,4,10,11.68,44.48,0,385.0
9,4,10,10.69,72.14,0,433.32
10,4,10,12.5,47.77,0,356.89
11,4,10,6.84,60.72,0,423.8
12,4,10,8.63,71.46,0,408.51
13,4,10,10.51,79.11,0,426.75
14,4,10,16.55,74.25,0,393.71
15,4,10,10.52,73.58,0,387.3
16,4,10,14.11,47.45,0,383.5
17,4,10,10.97,57.31,0,386.17
18,4,10,9.41,42.15,0,384.71
19,4,10,10.12,75.97,0,289.03
20,4,10,10.35,87.63,0,242.7
21,4,10,12.67,53.21,0,263.8
22,4,10,14.98,44.38,0,263.15
23,4,10,11.94,63.78,0,244.84
0,5,10,14.49,82.83,1,220.9
1,5,10,8.04,67.6,1,203.81
2,5,10,9.69,42.34,1,201.99
3,5,10,8.76,88.71,1,234.71
4,5,10,11.87,81.43,1,238.71
5,5,10,9.85,46.58,1,287.75
6,5,10,13.12,86.09,1,311.6
7,5,10,8.14,62.53,1,351.5
8,5,10,11.06,58.59,1,357.56
9,5,10,12.99,63.05,1,368.15
10,5,10,4.73,81.73,1,415.66
11,5,10,17.29,72.97,1,339.1
12,5,10,10.08,42.96,1,404.01
13,5,10,4.85,87.88,1,410.51
14,5,10,11.4,47.39,1,387.35
15,5,10,11.03,77.28,1,366.38
16,5,10,10.68,71.81,1,356.93
17,5,10,13.9,49.38,1,304.63
18,5,10,13.17,48.54,1,314.66
19,5,10,11.82,83.52,1,279.03
20,5,10,12.28,60.98,1,247.31
21,5,10,10.62,72.73,1,213.8
22,5,10,16.26,65.2,1,214.06
23,5,10,6.49,76.37,1,216.31
0,6,11,11.42,63.96,1,181.33
1,6,11,11.2,54.37,1,199.28
2,6,11,13.44,58.17,1,217.37
3,6,11,8.47,82.95,1,244.14
4,6,11,5.77,63.4,1,270.31
5,6,11,11.47,50.67,1,272.28
6,6,11,11.85,86.73,1,315.9
7,6,11,15.47,79.83,1,336.96
8,6,11,7.19,42.78,1,371.76
9,6,11,14.47,89.95,1,347.79
10,6,11,18.11,74.75,1,345.18
11,6,11,9.87,48.01,1,386.04
12,6,11,7.13,51.86,1,446.25
13,6,11,9.78,74.62,1,402.77
14,6,11,11.05,78.99,1,426.52
15,6,11,12.7,51.95,1,361.57
16,6,11,9.23,52.85,1,346.75
17,6,11,15.67,55.36,1,310.23
18,6,11,7.66,69.9,1,304.01
19,6,11,5.79,48.59,1,269.18
20,6,11,14.32,45.21,1,216.21
21,6,11,4.18,73.94,1,253.87
22,6,11,10.39,78.95,1,233.52
23,6,11,20.36,65.05,1,226.42
0,0,11,11.04,58.19,0,218.72
1,0,11,7.72,61.6,0,232.06
2,0,11,10.91,59.42,0,225.7
3,0,11,10.93,88.0,0,279.48
4,0,11,11.56,78.4,0,292.39
5,0,11,13.07,50.4,0,278.91
6,0,11,7.96,59.21,0,317.05
7,0,11,16.14,67.2,0,359.58
8,0,11,11.82,70.65,0,383.13
9,0,11,13.26,63.41,0,407.73
10,0,11,9.2,80.51,0,400.96
11,0,11,14.94,78.38,0,376.69
12,0,11,10.31,65.26,0,411.73
13,0,11,11.91,82.72,0,435.57
14,0,11,8.28,77.55,0,463.12
15,0,11,8.09,78.93,0,396.9
16,0,11,13.14,87.82,0,417.66
17,0,11,9.75,53.32,0,373.1
18,0,11,8.52,53.38,0,305.84
19,0,11,9.15,84.45,0,310.52
20,0,11,13.18,78.61,0,289.34
21,0,11,9.19,86.33,0,212.8
22,0,11,10.73,43.16,0,254.47
23,0,11,11.13,71.39,0,254.05
0,1,11,5.41,47.23,0,249.46
1,1,11,6.75,65.19,0,240.31
2,1,11,12.17,47.79,0,234.52
3,1,11,8.95,46.4,0,257.29
4,1,11,14.33,40.61,0,245.66
5,1,11,14.06,71.51,0,280.22
6,1,11,13.32,57.95,0,313.38
7,1,11,16.62,45.26,0,341.61
8,1,11,10.91,56.14,0,366.59
9,1,11,13.11,48.45,0,375.56
10,1,11,9.41,87.08,0,433.28
11,1,11,18.52,56.0,0,412.71
12,1,11,17.11,56.7,0,401.44
13,1,11,11.19,81.99,0,433.73
14,1,11,12.32,72.39,0,401.74
15,1,11,15.24,75.51,0,388.88
16,1,11,10.72,71.8,0,397.71
17,1,11,9.19,87.31,0,345.83
18,1,11,13.78,50.35,0,297.1
19,1,11,11.39,89.45,0,297.73
20,1,11,11.71,81.55,0,248.46
21,1,11,8.66,69.45,0,257.1
22,1,11,6.01,73.12,0,247.77
23,1,11,11.87,72.44,0,179.46
0,2,11,13.96,42.92,0,230.72
1,2,11,10.56,50.9,0,228.34
2,2,11,15.55,88.07,0,253.16
3,2,11,9.13,66.72,0,265.78
4,2,11,8.08,58.92,0,299.52
5,2,11,11.04,78.1,0,325.32
6,2,11,10.99,66.23,0,324.88
7,2,11,13.55,40.66,0,346.99
8,2,11,8.92,76.81,0,351.24
9,2,11,15.35,76.61,0,412.14
10,2,11,17.14,48.26,0,395.83
11,2,11,11.12,87.83,0,403.67
12,2,11,14.99,51.2,0,432.32
13,2,11,8.07,62.89,0,387.82
14,2,11,14.47,45.74,0,396.85
15,2,11,14.38,70.16,0,407.92
16,2,11,13.83,58.77,0,361.67
17,2,11,11.19,57.66,0,338.54
18,2,11,2.38,81.35,0,340.73
19,2,11,9.32,40.48,0,265.63
20,2,11,9.36,,0,295.9
21,2,11,8.31,68.57,0,261.07
22,2,11,11.61,89.3,0,233.93
23,2,11,9.98,69.47,0,228.07
0,3,11,8.85,42.77,0,233.15
1,3,11,8.15,42.53,0,251.1
2,3,11,9.18,84.16,0,244.41
3,3,11,14.69,82.06,0,220.33
4,3,11,9.34,57.29,0,293.15
5,3,11,9.78,70.9,0,314.64
6,3,11,9.96,64.48,0,334.22
7,3,11,12.34,88.36,0,371.53
8,3,11,12.69,87.5,0,373.87
9,3,11,2.19,89.19,0,442.46
10,3,11,14.39,83.32,0,433.77
11,3,11,15.63,85.48,0,424.15
12,3,11,8.17,50.86,0,419.6
13,3,11,8.41,81.55,0,427.96
14,3,11,9.97,75.44,0,441.44
15,3,11,9.06,88.14,0,373.11
16,3,11,12.0,68.56,0,367.17
17,3,11,5.49,44.26,0,360.31
18,3,11,7.97,69.87,0,317.77
19,3,11,15.94,74.33,0,306.72
20,3,11,8.54,51.02,0,291.18
21,3,11,15.06,59.71,0,232.43
22,3,11,12.39,69.93,0,249.53
23,3,11,5.9,58.71,0,240.5
0,4,11,13.32,58.75,0,203.9
1,4,11,11.06,46.65,0,216.5
2,4,11,10.05,87.04,0,252.0
3,4,11,12.15,77.52,0,272.7
4,4,11,12.84,40.06,0,263.17
5,4,11,13.54,78.28,0,306.17
6,4,11,14.95,76.99,0,349.27
7,4,11,12.64,40.49,0,324.11
8,4,11,7.29,58.48,0,393.9
9,4,11,9.99,70.34,0,417.35
10,4,11,20.24,62.64,0,389.1
11,4,11,13.59,78.9,0,442.39
12,4,11,18.52,61.27,0,452.68
13,4,11,15.6,47.69,0,419.46
14,4,11,12.14,88.82,0,406.59
15,4,11,12.32,52.1,0,414.46
16,4,11,11.3,75.88,0,393.58
17,4,11,6.2,47.16,0,315.01
18,4,11,11.47,56.45,0,326.28
19,4,11,15.04,62.1,0,283.62
20,4,11,9.61,49.61,0,288.9
21,4,11,12.65,62.5,0,248.8
22,4,11,13.97,47.86,0,231.78
23,4,11,8.68,67.95,0,219.43
0,5,11,10.15,73.19,1,214.32
1,5,11,8.45,43.12,1,240.39
2,5,11,9.04,83.56,1,198.86
3,5,11,7.64,49.26,1,207.25
4,5,11,8.8,51.27,1,253.4
5,5,11,15.76,73.07,1,259.14
6,5,11,8.76,63.44,1,326.53
7,5,11,11.88,64.97,1,296.59
8,5,11,9.99,46.41,1,339.26
9,5,11,15.04,80.29,1,315.16
10,5,11,15.44,70.85,1,400.51
11,5,11,14.09,46.77,1,391.37
12,5,11,12.42,58.7,1,384.68
13,5,11,10.81,80.52,1,368.13
14,5,11,7.93,68.42,1,367.18
15,5,11,17.33,45.43,1,360.66
16,5,11,9.22,58.64,1,329.79
17,5,11,13.49,52.13,1,319.23
18,5,11,14.68,65.87,1,329.16
19,5,11,9.84,82.17,1,267.58
20,5,11,14.62,61.81,1,219.23
21,5,11,13.79,61.67,1,227.44
22,5,11,16.69,85.27,1,172.17
23,5,11,10.09,68.81,1,237.57
0,6,11,7.74,68.31,1,233.73
1,6,11,10.08,53.1,1,199.93
2,6,11,12.22,70.39,1,189.9
3,6,11,11.77,68.8,1,216.35
4,6,11,10.41,59.84,1,243.05
5,6,11,5.87,89.53,1,292.12
6,6,11,13.01,84.09,1,313.28
7,6,11,17.51,77.48,1,286.37
8,6,11,12.99,66.87,1,362.75
9,6,11,13.42,63.1,1,374.51
10,6,11,13.31,49.24,1,368.17
11,6,11,12.78,55.29,1,367.9
12,6,11,14.39,78.7,1,391.35
13,6,11,12.78,62.69,1,368.45
14,6,11,10.66,84.11,1,405.44
15,6,11,9.21,47.4,1,350.22
16,6,11,10.85,65.42,1,358.84
17,6,11,12.54,72.35,1,317.93
18,6,11,10.65,65.84,1,287.17
19,6,11,12.54,84.46,1,265.72
20,6,11,12.91,89.48,1,264.32
21,6,11,14.09,45.79,1,195.21
22,6,11,15.44,46.5,1,191.55
23,6,11,11.83,46.52,1,183.8
0,0,11,7.76,74.06,0,234.82
1,0,11,10.65,58.63,0,218.08
2,0,11,11.82,76.67,0,203.48
3,0,11,6.18,60.27,0,247.73
4,0,11,15.85,71.38,0,298.12
5,0,11,12.12,78.49,0,303.76
6,0,11,12.83,67.41,0,327.17
7,0,11,15.78,66.98,0,335.77
8,0,11,9.8,44.41,0,379.47
9,0,11,13.41,60.54,0,383.59
10,0,11,11.36,67.29,0,423.74
11,0,11,11.14,63.1,0,425.77
12,0,11,9.37,85.04,0,408.15
13,0,11,16.69,85.33,0,414.95
14,0,11,10.56,81.1,0,366.02
15,0,11,13.79,58.76,0,399.52
